EVE,YEAR,DATE,FLIGHT,V_LENGTH,TIMELINE,SWIM_CODE,WS_CODE,G_NO_SWIM,H_OR_T,SWIM_DIST,NO_TOUCHING,SWIM_VIOLATION
E1,2016,24AUG16,24AUG16083100101,0921,0208,24AUG16083100101_0208_G01,24AUG16083100101_0208_S02,3,head,2.003,0,violate
E2,2016,24AUG16,24AUG16083100101,0921,0308,24AUG16083100101_0308_G01,24AUG16083100101_0308_S02,3,head,1.627,0,violate
E3,2016,24AUG16,24AUG16083100101,0921,0415,24AUG16083100101_0415_G01,24AUG16083100101_0415_S02,3,head,2.675,0,violate
E4,2016,24AUG16,24AUG16083100101,0921,0435,24AUG16083100101_0435_G02,24AUG16083100101_0435_S02,3,head,3.354,0,violate
E5,2016,24AUG16,24AUG16083100101,0921,0517,24AUG16083100101_0517_G02,24AUG16083100101_0517_S02,3,head,3.482,0,violate
E5,2016,24AUG16,24AUG16083100101,0921,0517,24AUG16083100101_0517_G01,24AUG16083100101_0517_S04,3,head,2.757,0,violate
E6,2016,24AUG16,24AUG16083100101,0921,0603,24AUG16083100101_0603_G02,24AUG16083100101_0603_S02,3,head,2.413,0,violate
E6,2016,24AUG16,24AUG16083100101,0921,0603,24AUG16083100101_0603_G01,24AUG16083100101_0603_S11,3,head,2.605,1,violate
E7,2016,24AUG16,24AUG16083100101,0921,0640,24AUG16083100101_0640_G01,24AUG16083100101_0640_S02,1,head,3.302,0,violate
E7,2016,24AUG16,24AUG16083100101,0921,0640,24AUG16083100101_0640_G02,24AUG16083100101_0640_S02,3,head,3.302,0,violate
E8,2016,24AUG16,24AUG16083100101,0921,0704,24AUG16083100101_0704_G01,24AUG16083100101_0704_S02,1,head,1.524,0,violate
E8,2016,24AUG16,24AUG16083100101,0921,0704,24AUG16083100101_0704_G02,24AUG16083100101_0704_S02,3,head,1.524,0,violate
E9,2016,24AUG16,24AUG16083100101,0921,0746,24AUG16083100101_0746_G01,24AUG16083100101_0746_S02,1,head,2.13,0,violate
E9,2016,24AUG16,24AUG16083100101,0921,0746,24AUG16083100101_0746_G04,24AUG16083100101_0746_S05,3,tail,2.762,0,violate
E10,2016,24AUG16,24AUG16083100101,0921,0805,24AUG16083100101_0805_G01,24AUG16083100101_0805_S01,1,head,1.246,0,violate
E10,2016,24AUG16,24AUG16083100101,0921,0805,24AUG16083100101_0805_G03,24AUG16083100101_0805_S05,3,tail,1.144,0,violate
E10,2016,24AUG16,24AUG16083100101,0921,0805,24AUG16083100101_0805_G04,24AUG16083100101_0805_S05,3,tail,1.144,0,violate
E11,2016,24AUG16,24AUG16083100101,0921,0837,24AUG16083100101_0837_G03,24AUG16083100101_0805_S05,2,tail,4.953,0,violate
E11,2016,24AUG16,24AUG16083100101,0921,0837,24AUG16083100101_0837_G04,24AUG16083100101_0805_S04,3,tail,0,1,violate
E12,2016,24AUG16,24AUG16083100102,0339,0019,24AUG16083100102_0019_G01,24AUG16083100102_0019_S01,3,head,2.501,0,violate
E12,2016,24AUG16,24AUG16083100102,0339,0019,24AUG16083100102_0019_G02,24AUG16083100102_0019_S01,3,head,4.862,0,violate
E12,2016,24AUG16,24AUG16083100102,0339,0019,24AUG16083100102_0019_G03,24AUG16083100102_0019_S02,3,head,2.733,0,violate
E13,2016,24AUG16,24AUG16083100102,0339,0118,24AUG16083100102_0118_G01,24AUG16083100102_0118_S02,3,head,1.381,0,violate
E13,2016,24AUG16,24AUG16083100102,0339,0118,24AUG16083100102_0118_G02,24AUG16083100102_0118_S01,3,head,4.175,0,violate
E15,2016,24AUG16,24AUG16102700201,0921,0436,24AUG16102700201_0436_G01,24AUG16102700201_0436_S01,3,tail,2.232,0,violate
E15,2016,24AUG16,24AUG16102700201,0921,0436,24AUG16102700201_0436_G02,24AUG16102700201_0436_S02,3,tail,1.317,0,violate
E15,2016,24AUG16,24AUG16102700201,0921,0436,24AUG16102700201_0436_G03,24AUG16102700201_0436_S03,3,tail,2.915,0,violate
E16,2016,24AUG16,24AUG16102700201,0921,0526,24AUG16102700201_0526_G01,24AUG16102700201_0526_S01,3,tail,1.609,0,violate
E16,2016,24AUG16,24AUG16102700201,0921,0526,24AUG16102700201_0526_G02,24AUG16102700201_0526_S02,3,tail,4.485,0,violate
E17,2016,24AUG16,24AUG16102700201,0921,0546,24AUG16102700201_0546_G01,24AUG16102700201_0546_S01,3,tail,2.88,0,violate
E17,2016,24AUG16,24AUG16102700201,0921,0546,24AUG16102700201_0546_G02,24AUG16102700201_0546_S02,3,tail,0.845,0,violate
E18,2016,24AUG16,24AUG16121400301,0921,0145,24AUG16121400301_0145_G01,24AUG16121400301_0145_S01,3,head,2.144,0,violate
E19,2016,24AUG17,24AUG16121400301,0921,0236,24AUG16121400301_0236_G01,24AUG16121400301_0236_S01,2,tail,0,1,violate
E20,2016,24AUG18,24AUG16121400301,0921,0448,24AUG16121400301_0448_G01,24AUG16121400301_0448_S01,2,tail,3.914,0,violate
E21,2016,24AUG19,24AUG16121400301,0921,0637,24AUG16121400301_0637_G01,24AUG16121400301_0637_S01,2,tail,4.911,0,violate
E22,2016,24AUG20,24AUG16121400301,0459,0748,24AUG16121400302_0748_G01,24AUG16121400302_0748_S01,2,tail,2.281,0,violate
E22,2016,24AUG20,24AUG16121400301,0459,0748,24AUG16121400302_0748_G02,24AUG16121400302_0748_S02,2,head,1.991,0,violate
E23,2016,24AUG21,24AUG16121400302,0459,0023,24AUG16121400302_0023_G01,24AUG16121400302_0023_S01,3,tail,2.431,0,violate
E23,2016,24AUG21,24AUG16121400302,0459,0023,24AUG16121400302_0023_G02,24AUG16121400302_0023_S02,3,tail,2.412,0,violate
E24,2016,24AUG22,24AUG16121400302,0459,0200,24AUG16121400302_0200_G01,24AUG16121400302_0200_S02,2,tail,4.803,0,violate
E24,2016,24AUG22,24AUG16121400302,0459,0200,24AUG16121400302_0200_G02,24AUG16121400302_0200_S02,2,tail,3.052,0,violate
E25,2016,24AUG23,24AUG16125800401,0921,0305,24AUG16125800401_0305_G01,24AUG16125800401_0305_S01,3,tail,1.667,0,violate
E26,2016,24AUG23,24AUG16125800401,0921,0414,24AUG16125800401_0414_G01,24AUG16125800401_0414_S01,3,tail,1.544,0,violate
E27,2016,24AUG23,24AUG16125800401,0921,0455,24AUG16125800401_0455_G01,24AUG16125800401_0455_S01,3,head,1.976,0,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G01,25AUG16092000501_0316_S01,2,head,1.462,0,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G03,25AUG16092000501_0316_S03,3,head,0.883,0,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G04,25AUG16092000501_0316_S05,3,head,0,1,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G04,25AUG16092000501_0316_S06,3,tail,1.727,0,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G04,25AUG16092000501_0316_S07,3,head,2.439,0,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G04,25AUG16092000501_0316_S08,3,head,4.135,0,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G05,25AUG16092000501_0316_S09,2,tail,2.1,0,violate
E28,2016,25AUG23,25AUG16092000501,0921,0316,25AUG16092000501_0316_G07,25AUG16092000501_0316_S12,3,head,1.916,0,violate
E29,2016,25AUG23,25AUG16092000501,0921,0335,25AUG16092000501_0335_G01,25AUG16092000501_0335_S01,2,head,1.672,0,violate
E29,2016,25AUG23,25AUG16092000501,0921,0335,25AUG16092000501_0335_G03,25AUG16092000501_0335_S62,3,tail,4.306,0,violate
E29,2016,25AUG23,25AUG16092000501,0921,0335,25AUG16092000501_0335_G05,25AUG16092000501_0335_S09,3,tail,0,1,violate
E29,2016,25AUG23,25AUG16092000501,0921,0335,25AUG16092000501_0335_G07,25AUG16092000501_0335_S17,2,head,0.2,0,violate
E30,2016,25AUG23,25AUG16092000501,0921,0409,25AUG16092000501_0409_G01,25AUG16092000501_0409_S01,3,tail,0,1,violate
E30,2016,25AUG23,25AUG16092000501,0921,0409,25AUG16092000501_0409_G02,25AUG16092000501_0409_S02,3,head,1.005,0,violate
E30,2016,25AUG23,25AUG16092000501,0921,0409,25AUG16092000501_0409_G02,25AUG16092000501_0409_S03,3,head,2.576,0,violate
E30,2016,25AUG23,25AUG16092000501,0921,0409,25AUG16092000501_0409_G03,25AUG16092000501_0409_S04,2,head,2.538,0,violate
E30,2016,25AUG23,25AUG16092000501,0921,0409,25AUG16092000501_0409_G04,25AUG16092000501_0409_S04,3,head,2.133,0,violate
E30,2016,25AUG23,25AUG16092000501,0921,0409,25AUG16092000501_0409_G05,25AUG16092000501_0409_S05,3,tail,4.114,0,violate
E30,2016,25AUG23,25AUG16092000501,0921,0409,25AUG16092000501_0409_G06,25AUG16092000501_0409_S06,3,tail,4.268,0,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G01,25AUG16092000501_0445_S01,3,head,4.011,0,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G01,25AUG16092000501_0445_S02,3,head,1.272,0,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G02,25AUG16092000501_0445_S03,2,head,0,1,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G04,25AUG16092000501_0445_S04,3,tail,0,1,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G05,25AUG16092000501_0445_S05,3,head,2.117,0,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G07,25AUG16092000501_0445_S05,2,head,1.318,0,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G08,25AUG16092000501_0445_S06,3,tail,3.188,0,violate
E31,2016,25AUG23,25AUG16092000501,0921,0445,25AUG16092000501_0445_G08,25AUG16092000501_0445_S07,3,tail,1.629,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G01,25AUG16092000501_0457_S01,3,head,5,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G02,25AUG16092000501_0457_S02,3,tail,1.752,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G02,25AUG16092000501_0457_S03,3,tail,4.704,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G03,25AUG16092000501_0457_S04,3,head,1.413,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G03,25AUG16092000501_0457_S05,3,head,2.234,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G04,25AUG16092000501_0457_S07,3,tail,2.917,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G04,25AUG16092000501_0457_S06,3,head,0,1,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G05,25AUG16092000501_0457_S08,3,tail,1.075,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G06,25AUG16092000501_0457_S08,3,head,1.118,0,violate
E32,2016,25AUG23,25AUG16092000501,0921,0457,25AUG16092000501_0457_G07,25AUG16092000501_0457_S09,3,tail,4.168,0,violate
E33,2016,25AUG23,25AUG16092000501,0921,0551,25AUG16092000501_0551_G01,25AUG16092000501_0551_S01,2,head,1.3,0,violate
E33,2016,25AUG23,25AUG16092000501,0921,0551,25AUG16092000501_0551_G02,25AUG16092000501_0551_S02,3,head,0,1,violate
E33,2016,25AUG23,25AUG16092000501,0921,0551,25AUG16092000501_0551_G03,25AUG16092000501_0551_S05,3,head,2.354,0,violate
E33,2016,25AUG23,25AUG16092000501,0921,0551,25AUG16092000501_0551_G04,25AUG16092000501_0551_S08,3,tail,4.435,0,violate
E33,2016,25AUG23,25AUG16092000501,0921,0551,25AUG16092000501_0551_G05,25AUG16092000501_0551_S34,3,tail,0,2,violate
E34,2016,25AUG23,25AUG16092000501,0921,0621,25AUG16092000501_0621_G01,25AUG16092000501_0621_S01,3,tail,0,1,violate
E34,2016,25AUG23,25AUG16092000501,0921,0621,25AUG16092000501_0621_G02,25AUG16092000501_0621_S03,3,head,3.37,0,violate
E34,2016,25AUG23,25AUG16092000501,0921,0621,25AUG16092000501_0621_G07,25AUG16092000501_0621_S07,3,tail,0,1,violate
E35,2016,25AUG23,25AUG16092000501,0921,0729,25AUG16092000501_0729_G01,25AUG16092000501_0729_S01,3,tail,1.905,0,violate
E35,2016,25AUG23,25AUG16092000501,0921,0729,25AUG16092000501_0729_G02,25AUG16092000501_0729_S02,2,tail,3.401,0,violate
E35,2016,25AUG23,25AUG16092000501,0921,0729,25AUG16092000501_0729_G03,25AUG16092000501_0729_S03,3,tail,3.717,0,violate
E35,2016,25AUG23,25AUG16092000501,0921,0729,25AUG16092000501_0729_G05,25AUG16092000501_0729_S08,3,tail,2.12,0,violate
E35,2016,25AUG23,25AUG16092000501,0921,0729,25AUG16092000501_0729_G06,25AUG16092000501_0729_S11,3,head,3.626,0,violate
E35,2016,25AUG23,25AUG16092000501,0921,0729,25AUG16092000501_0729_G07,25AUG16092000501_0729_S12,2,head,3.976,0,violate
E36,2016,25AUG23,25AUG16092000501,0921,0820,25AUG16092000501_0820_G01,25AUG16092000501_0820_S01,3,tail,3.328,0,violate
E36,2016,25AUG23,25AUG16092000501,0921,0820,25AUG16092000501_0820_G03,25AUG16092000501_0820_S11,3,tail,4.516,0,violate
E36,2016,25AUG23,25AUG16092000501,0921,0820,25AUG16092000501_0820_G04,25AUG16092000501_0820_S12,3,head,4.8,0,violate
E36,2016,25AUG23,25AUG16092000501,0921,0820,25AUG16092000501_0820_G05,25AUG16092000501_0820_S12,2,head,0,1,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G01,25AUG16092000501_0906_S01,3,head,3.508,0,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G02,25AUG16092000501_0906_S02,2,tail,1.669,0,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G03,25AUG16092000501_0906_S03,3,head,0.813,0,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G06,25AUG16092000501_0906_S04,3,tail,2.25,0,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G07,25AUG16092000501_0906_S07,3,tail,2.457,0,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G08,25AUG16092000501_0906_S08,1,tail,0.92,0,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G08,25AUG16092000501_0906_S09,1,tail,2.991,0,violate
E37,2016,25AUG23,25AUG16092000501,0921,0906,25AUG16092000501_0906_G09,25AUG16092000501_0906_S17,2,head,1.427,0,violate
E38,2016,25AUG23,25AUG16092000502,0350,0014,25AUG16092000502_0014_G01,25AUG16092000502_0014_S01,1,head,1.165,0,violate
E38,2016,25AUG23,25AUG16092000502,0350,0014,25AUG16092000502_0014_G02,25AUG16092000502_0014_S02,2,tail,2.156,0,violate
E38,2016,25AUG23,25AUG16092000502,0350,0014,25AUG16092000502_0014_G03,25AUG16092000502_0014_S03,3,tail,0.871,0,violate
E38,2016,25AUG23,25AUG16092000502,0350,0014,25AUG16092000502_0014_G04,25AUG16092000502_0014_S03,3,tail,0,1,violate
E39,2016,25AUG23,25AUG16092000502,0350,0158,25AUG16092000502_0158_G01,25AUG16092000502_0158_S01,3,tail,1.234,0,violate
E39,2016,25AUG23,25AUG16092000502,0350,0158,25AUG16092000502_0158_G02,25AUG16092000502_0158_S03,3,tail,3.954,0,violate
E39,2016,25AUG23,25AUG16092000502,0350,0158,25AUG16092000502_0158_G02,25AUG16092000502_0158_S04,3,tail,3.642,0,violate
E39,2016,25AUG23,25AUG16092000502,0350,0158,25AUG16092000502_0158_G03,25AUG16092000502_0158_S11,3,head,4.077,0,violate
E40,2016,25AUG23,25AUG16095400601,0902,0134,25AUG16095400601_0134_G01,25AUG16095400601_0134_S01,3,tail,1.799,0,violate
E40,2016,25AUG23,25AUG16095400601,0902,0134,25AUG16095400601_0134_G02,25AUG16095400601_0134_S03,2,head,2.752,0,violate
E40,2016,25AUG23,25AUG16095400601,0902,0134,25AUG16095400601_0134_G03,25AUG16095400601_0134_S09,3,head,2.952,0,violate
E40,2016,25AUG23,25AUG16095400601,0902,0134,25AUG16095400601_0134_G05,25AUG16095400601_0134_S11,3,tail,0.687,0,violate
E40,2016,25AUG23,25AUG16095400601,0902,0134,25AUG16095400601_0134_G06,25AUG16095400601_0134_S13,3,tail,0.601,0,violate
E41,2016,25AUG23,25AUG16095400601,0902,0339,25AUG16095400601_0339_G01,25AUG16095400601_0339_S01,3,tail,2.757,0,violate
E41,2016,25AUG23,25AUG16095400601,0902,0339,25AUG16095400601_0339_G02,25AUG16095400601_0339_S02,2,head,0,1,violate
E42,2016,25AUG23,25AUG16095400601,0902,0432,25AUG16095400601_0432_G01,25AUG16095400601_0432_S01,3,tail,0,1,violate
E42,2016,25AUG23,25AUG16095400601,0902,0432,25AUG16095400601_0432_G02,25AUG16095400601_0432_S01,2,tail,3.38,0,violate
E42,2016,25AUG23,25AUG16095400601,0902,0432,25AUG16095400601_0432_G04,25AUG16095400601_0432_S39,2,head,3.05,0,violate
E42,2016,25AUG23,25AUG16095400601,0902,0432,25AUG16095400601_0432_G05,25AUG16095400601_0432_S15,3,tail,1.18,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G02,25AUG16095400601_0510_S01,2,tail,4.836,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G03,25AUG16095400601_0510_S02,3,head,3.558,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G04,25AUG16095400601_0510_S04,3,head,2.066,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G05,25AUG16095400601_0510_S05,3,tail,3.692,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G06,25AUG16095400601_0510_S09,1,head,1.131,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G06,25AUG16095400601_0510_S10,1,head,2.605,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G07,25AUG16095400601_0510_S15,3,tail,2.674,0,violate
E43,2016,25AUG23,25AUG16095400601,0902,0510,25AUG16095400601_0510_G08,25AUG16095400601_0510_S28,3,tail,1.357,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G04,25AUG16095400601_0637_S05,3,head,2.072,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G05,25AUG16095400601_0637_S06,3,head,1.236,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G05,25AUG16095400601_0637_S07,3,head,3.879,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G06,25AUG16095400601_0637_S09,2,tail,5,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G07,25AUG16095400601_0637_S10,2,tail,1.372,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G08,25AUG16095400601_0637_S12,3,tail,4.442,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G09,25AUG16095400601_0637_S25,2,tail,4.479,0,violate
E44,2016,25AUG23,25AUG16095400601,0902,0637,25AUG16095400601_0637_G10,25AUG16095400601_0637_S15,3,tail,0.862,0,violate
E45,2016,25AUG23,25AUG16095400601,0902,0708,25AUG16095400601_0708_G01,25AUG16095400601_0708_S01,3,head,3.916,0,violate
E45,2016,25AUG23,25AUG16095400601,0902,0708,25AUG16095400601_0708_G02,25AUG16095400601_0708_S01,3,head,4.061,0,violate
E45,2016,25AUG23,25AUG16095400601,0902,0708,25AUG16095400601_0708_G03,25AUG16095400601_0708_S02,3,tail,4.467,0,violate
E45,2016,25AUG23,25AUG16095400601,0902,0708,25AUG16095400601_0708_G04,25AUG16095400601_0708_S03,2,tail,1.669,0,violate
E46,2016,25AUG23,25AUG16095400601,0902,0806,25AUG16095400601_0806_G01,25AUG16095400601_0806_S01,3,head,4.483,0,violate
E46,2016,25AUG23,25AUG16095400601,0902,0806,25AUG16095400601_0806_G03,25AUG16095400601_0806_S02,2,tail,4.218,0,violate
E46,2016,25AUG23,25AUG16095400601,0902,0806,25AUG16095400601_0806_G04,25AUG16095400601_0806_S06,3,tail,2.463,0,violate
E46,2016,25AUG23,25AUG16095400601,0902,0806,25AUG16095400601_0806_G05,25AUG16095400601_0806_S08,3,head,3.342,0,violate
E46,2016,25AUG23,25AUG16095400601,0902,0806,25AUG16095400601_0806_G06,25AUG16095400601_0806_S09,3,tail,3.347,0,violate
E47,2016,25AUG23,25AUG16095400601,0902,0844,25AUG16095400601_0844_G01,25AUG16095400601_0844_S01,2,head,4.856,0,violate
E47,2016,25AUG23,25AUG16095400601,0902,0844,25AUG16095400601_0844_G02,25AUG16095400601_0844_S02,3,tail,4.605,0,violate
E47,2016,25AUG23,25AUG16095400601,0902,0844,25AUG16095400601_0844_G03,25AUG16095400601_0844_S04,3,head,1.431,0,violate
E47,2016,25AUG23,25AUG16095400601,0902,0844,25AUG16095400601_0844_G04,25AUG16095400601_0844_S05,3,head,1.135,0,violate
E47,2016,25AUG23,25AUG16095400601,0902,0844,25AUG16095400601_0844_G05,25AUG16095400601_0844_S06,2,tail,0,2,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G01,25AUG16095400601_0920_S01,2,head,5,0,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G03,25AUG16095400601_0920_S03,3,head,1.315,0,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G04,25AUG16095400601_0920_S04,3,tail,4.997,0,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G05,25AUG16095400601_0920_S05,3,tail,2.94,0,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G06,25AUG16095400601_0920_S06,3,head,1.036,0,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G07,25AUG16095400601_0920_S07,3,tail,2.133,0,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G08,25AUG16095400601_0920_S13,3,tail,2.519,0,violate
E48,2016,25AUG23,25AUG16095400601,0902,0920,25AUG16095400601_0920_G09,25AUG16095400601_0920_S14,1,head,2.81,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G01,25AUG16095400602_0025_S01,1,head,4.985,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G03,25AUG16095400602_0025_S02,2,tail,4.024,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G04,25AUG16095400602_0025_S03,3,tail,1.439,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G05,25AUG16095400602_0025_S04,3,tail,0.834,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G06,25AUG16095400602_0025_S06,3,tail,1.899,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G07,25AUG16095400602_0025_S07,3,head,2.389,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G08,25AUG16095400602_0025_S08,3,tail,2.189,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G11,25AUG16095400602_0025_S11,3,tail,3.39,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G11,25AUG16095400602_0025_S12,3,tail,4.241,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G12,25AUG16095400602_0025_S13,3,head,4.834,0,violate
E49,2016,25AUG23,25AUG16095400602,0422,0025,25AUG16095400602_0025_G13,25AUG16095400602_0025_S13,2,head,4.195,0,violate
E50,2016,25AUG23,25AUG16095400602,0422,0111,25AUG16095400602_0111_G01,25AUG16095400602_0111_S01,3,tail,2.81,0,violate
E50,2016,25AUG23,25AUG16095400602,0422,0111,25AUG16095400602_0111_G01,25AUG16095400602_0111_S02,3,head,4.201,0,violate
E50,2016,25AUG23,25AUG16095400602,0422,0111,25AUG16095400602_0111_G03,25AUG16095400602_0111_S05,3,head,1.466,0,violate
E50,2016,25AUG23,25AUG16095400602,0422,0111,25AUG16095400602_0111_G03,25AUG16095400602_0111_S06,3,head,0.879,0,violate
E50,2016,25AUG23,25AUG16095400602,0422,0111,25AUG16095400602_0111_G04,25AUG16095400602_0111_S07,2,tail,1.495,0,violate
E50,2016,25AUG23,25AUG16095400602,0422,0111,25AUG16095400602_0111_G06,25AUG16095400602_0111_S08,3,head,1.991,0,violate
E50,2016,25AUG23,25AUG16095400602,0422,0111,25AUG16095400602_0111_G07,25AUG16095400602_0111_S09,3,tail,1.774,0,violate
E51,2016,25AUG23,25AUG16095400602,0422,0151,25AUG16095400602_0151_G01,25AUG16095400602_0151_S01,3,head,5,0,violate
E51,2016,25AUG23,25AUG16095400602,0422,0151,25AUG16095400602_0151_G03,25AUG16095400602_0151_S04,3,tail,1.003,0,violate
E51,2016,25AUG23,25AUG16095400602,0422,0151,25AUG16095400602_0151_G03,25AUG16095400602_0151_S05,3,head,5,0,violate
E51,2016,25AUG23,25AUG16095400602,0422,0151,25AUG16095400602_0151_G05,25AUG16095400602_0151_S02,2,tail,0.87,0,violate
E52,2016,25AUG23,25AUG16102900701,0920,0101,25AUG16102900701_0101_G04,25AUG16102900701_0101_S04,3,head,0,1,violate
E53,2016,25AUG23,25AUG16102900701,0920,0255,25AUG16102900701_0255_G01,25AUG16102900701_0255_S01,3,tail,3.144,0,violate
E53,2016,25AUG23,25AUG16102900701,0920,0255,25AUG16102900701_0255_G03,25AUG16102900701_0255_S02,2,tail,4.704,0,violate
E54,2016,25AUG23,25AUG16102900701,0920,0349,25AUG16102900701_0349_G01,25AUG16102900701_0349_S01,2,tail,1.549,0,violate
E55,2016,25AUG23,25AUG16102900701,0920,0435,25AUG16102900701_0435_G01,25AUG16102900701_0435_S01,3,tail,1.361,0,violate
E55,2016,25AUG23,25AUG16102900701,0920,0435,25AUG16102900701_0435_G02,25AUG16102900701_0435_S02,2,tail,1.509,0,violate
E56,2016,25AUG23,25AUG16102900701,0920,0710,25AUG16102900701_0710_G01,25AUG16102900701_0710_S01,3,head,2.358,0,violate
E57,2016,25AUG23,25AUG16102900702,0356,0031,25AUG16102900702_0031_G01,25AUG16102900702_0031_S01,2,head,1.024,0,violate
E63,2016,25AUG23,25AUG16113300901,0513,0503,25AUG16113300901_0503_G01,25AUG16113300901_0503_S02,3,head,1.045,0,violate
E64,2016,25AUG23,25AUG16113300904,0206,0015,25AUG16113300904_0015_G02,25AUG16113300904_0015_S01,3,tail,1.474,0,violate
E64,2016,25AUG23,25AUG16113300904,0206,0015,25AUG16113300904_0015_G01,25AUG16113300904_0015_S01,2,head,2.87,0,violate
